"","source","target","mor"
"917","MAX","CCND2",1
"918","MYC","MAX",1
"919","MAX","MYC",-1
"920","MYC","MXD1",1
"921","TCF12","CD4",1
"922","ZEB1","CD4",-1
"923","EGR1","FAS",-1
"924","EGR3","FASLG",1
"925","FLI1","TGFBR2",1
"926","EWSR1","TGFBR2",-1
"927","CEBPB","S100A8",1
"928","CEBPG","S100A8",1
"929","SP1","BAX",1
"930","ETS2","TP53",1
"931","ETS1","DDIT3",1
"932","FLI1","DDIT3",1
"933","TP53","ETS1",-1
"934","ETS1","TP53",1
"935","DDIT3","GADD45A",1
"936","SP1","POU5F1",1
"937","STAT5A","FOS",1
"938","EGR1","NAB2",1
"939","NAB2","EGR1",-1
"940","TP53","CDK1",-1
"941","TP53","STMN1",-1
"942","NR1H4","FABP6",1
"943","TP53","CDKN1B",1
"944","NR1I3","SGIP1",1
"945","TP53","SGIP1",1
"946","MYOD1","CDK2",1
"947","RELB","IL1A",1
"948","NR3C1","CRH",-1
"949","HNF1B","HNF4A",1
"950","HNF4A","HNF1B",1
"951","NR3C1","SERPINE1",-1
"952","TP53","MAP4",-1
"953","DEAF1","HNRNPA2B1",-1
"954","RELB","IL1B",1
"955","MYB","TOM1",1
"956","PPARA","UCP1",1
"957","PPARG","UCP1",1
"958","ESR1","HRAS",1
"959","TBPL1","GTF2B",1
"960","TBPL1","GTF2A1",1
"961","MYOD1","CDKN1C",1
"962","MYOD1","CCNE1",1
"963","RELB","TNF",1
"964","JUN","MCF2",1
"965","MEF2C","JUN",1
"966","SPI1","ETS2",1
"967","TFAP2A","CDH1",1
"968","MYC","CDH1",1
"969","PAX5","PAX5",1
"970","POU4F2","PAX6",1
"971","POU4F2","EPO",1
"972","TAL1","PIK3C3",1
"973","STAT6","IRF1",1
"974","STAT6","STAT6",1
"975","NR4A1","MEF2A",1
"976","IRF1","STAT1",1
"977","STAT1","IRF1",1
"978","HNF1A","CYP27A1",1
"979","TP53","GHRHR",1
"980","TP53","MAP2K1",1
"981","TP53","MAPK1",1
"982","MEF2A","NR4A1",1
"983","MEF2A","CABIN1",1
"984","EPAS1","VEGFA",1
"985","CEBPB","GH1",1
"986","FOS","CEBPB",1
"987","ATF1","IL10",1
"988","CEBPB","FOS",1
"989","CEBPG","FOS",1
"990","CEBPD","GH1",1
"991","DNMT1","PSEN1",1
"992","RUNX1","CR1",1
"993","CEBPG","RNASE2",1
"994","FOS","PRKACA",1
"995","SMARCA1","HBB",1
"996","SREBF1","GCK",1
"997","NFATC4","GSK3B",1
"998","RARA","TRH",1
"999","NCOR1","TRH",1
"1000","REST","AVP",1
"1001","CREB1","IL10",1
"1002","RELA","ADRA1D",1
"1003","SPI1","FUT2",1
"1004","PPARA","IL6",-1
"1005","RELA","IL6",1
"1006","KAT7","IL6",1
"1007","CEBPG","ALB",1
"1008","TP53","ALB",1
"1009","SP1","NFYA",1
"1010","SPI1","ITGB2",1
"1011","SPI1","NCF1C",1
"1012","HNF1A","ALB",1
"1013","FOXM1","ALB",1
"1014","CEBPB","CEBPB",1
"1015","MYB","CEBPB",1
"1016","CEBPB","EBP",1
"1017","MYB","EBP",1
"1018","CEBPB","CEBPA",1
"1019","CEBPA","CEBPB",1
"1020","CUX1","TRAF6",1
"1021","CUX1","NGFR",1
"1022","CUX1","PTPN13",1
"1023","ARHGAP35","FOS",1
"1024","CUX1","TGFBR2",1
"1025","MYF5","MYOG",1
"1026","MYOG","MYF5",1
"1027","MYOG","MEF2A",1
"1028","MEF2A","MYOG",1
"1029","MYOD1","MYOG",1
"1030","MYOG","MYOD1",1
"1031","USF1","CCNB1",1
"1032","HNF4A","WNT2",1
"1033","SSRP1","SPP2",1
"1034","MYC","AR",1
"1035","AR","MYC",1
"1036","SREBF1","CYP51A1",1
"1037","SP1","CGB8",1
"1038","FOXK1","SCN5A",1
"1039","SP1","SCN5A",1
"1040","CREB1","TNF",1
"1041","SREBF1","RPS14",1
"1042","SP1","F3",1
"1043","CEBPG","OSM",1
"1044","TFAP2A","RECQL4",1
"1045","EBF1","BLK",1
"1046","EBF1","EBF1",1
"1047","NFKB1","ICAM1",1
"1048","NFKB1","VCAM1",1
"1049","RELA","ICAM1",1
"1050","RELA","VCAM1",1
"1051","TP53","ING1",1
"1052","TP53","MBP",1
"1053","ETS1","FLT1",1
"1054","SP3","ABCC3",1
"1055","SP3","SLC2A1",-1
"1056","CEBPE","LTF",1
"1057","IRF1","CAMK4",1
"1058","IRF1","TRIM63",1
"1059","IRF2","CAMK4",1
"1060","IRF2","CIITA",1
"1061","CIITA","IRF2",1
"1062","IRF1","LGALS3",1
"1063","IRF2","LGALS3",1
"1064","USF1","BRCA2",1
"1065","ELF1","BRCA2",1
"1066","USF2","BRCA2",1
"1067","SP1","TNF",1
"1068","SMAD7","SMAD3",-1
"1069","SMAD3","SMAD7",1
"1070","SMAD4","SMAD7",1
"1071","SMAD7","SMAD7",1
"1072","FOSL1","ELN",-1
"1073","JUN","ELN",-1
"1074","JUN","FGF2",1
"1075","TP73","BAX",1
"1076","SOX10","CHRNA10",1
"1077","POU3F1","CHRNA3",1
"1078","SOX10","CHRNA3",1
"1079","HIF1A","CDKN1A",1
"1080","AHR","AHR",1
"1081","AHR","GHRHR",1
"1082","NR3C1","CPS1",1
"1083","GATA5","NPPA",1
"1084","HOPX","FKBP4",1
"1085","NKRF","IFNB1",1
"1086","TP53","RNF123",1
"1087","TFAP2A","MPG",1
"1088","ATF6","HSPA5",1
"1089","STAT5A","IL6",1
"1090","SP1","CD74",1
"1091","ATF1","TGFB2",1
"1092","CREB1","TGFB2",1
"1093","ATF1","TGFBR2",1
"1094","CREB1","CBLIF",1
"1095","CREB1","TGFBR2",1
"1096","USF1","CBLIF",1
"1097","USF1","TGFBR2",1
"1098","USF2","CBLIF",1
"1099","SP1","OAS1",1
"1100","SP3","OAS1",1
"1101","MYC","CAD",1
"1102","USF1","CAD",1
"1103","TCF3","INS",1
"1104","HR","XRCC1",1
"1105","JUND","NR4A1",1
"1106","NKX6-1","INS",1
"1107","FOS","UBE2B",1
"1108","JUN","UBE2B",1
"1109","IRF1","NCF2",1
"1110","IRF8","NCF2",1
"1111","SPI1","SAMHD1",1
"1112","IRF1","CREBBP",1
"1113","CREBBP","IRF1",1
"1114","IRF8","CREBBP",1
"1115","KLF5","LTF",1
"1116","YBX1","TAT",1
"1117","CEBPB","ABCC2",1
"1118","EGR1","TP73",1
"1119","TP73","SP1",-1
"1120","SP1","TP73",1
"1121","TFAP2A","TP73",1
"1122","TP73","TP73",1
"1123","ERG","ICAM2",1
"1124","HNF4A","ANG",1
"1125","SP1","NOS3",1
"1126","FEV","DDC",1
"1127","ID3","PDLIM7",1
"1128","ZNF316","PDLIM7",1
"1129","ZNF316","RGS2",1
"1130","KLF1","HBD",1
"1131","SREBF1","SCARB1",1
"1132","SP1","EMB",1
"1133","SP3","GAST",1
"1134","CTCF","APP",1
"1135","PITX3","ALDH2",1
"1136","ATF2","PVR",1
"1137","NFKB1","BCL2L1",1
"1138","RELA","BCL2L1",1
"1139","SP1","SERPINH1",1
"1140","DNMT1","VEGFA",1
"1141","HR","VEGFA",1
"1142","YY1","PTPRA",1
"1143","STAT1","IVL",1
"1144","ID1","FASN",1
"1145","SREBF1","FASN",1
"1146","ID2","FAS",-1
"1147","ID3","FAS",-1
"1148","ID1","ADD1",1
"1149","CREM","IL2",1
"1150","STAT6","CCL11",1
"1151","WT1","TGFB1",1
"1152","MITF","TYR",1
"1153","TFAP2A","KRT10",-1
"1154","CEBPA","KRT10",1
"1155","CEBPB","KRT10",1
"1156","CEBPB","TFAP2A",1
"1157","CEBPG","TFAP2A",1
"1158","TFAP2A","TFAP2A",1
"1159","TFAP2A","CEBPA",-1
"1160","HIF1A","SERPINE1",1
"1161","HIF1A","TCIRG1",1
"1162","MYB","CCNA1",1
"1163","IRF8","IFNA1",1
"1164","E2F1","CDKN2A",1
"1165","NCOA1","CREBBP",1
"1166","E2F1","CCNA2",1
"1167","HOXB2","HBG1",1
"1168","SATB1","HBG1",1
"1169","NFKB2","TNF",1
"1170","ETV6","CR1",-1
"1171","RUNX1","ETV6",1
"1172","SP1","MT1A",1
"1173","USF1","MT1A",1
"1174","TP53","TNFRSF10B",1
"1175","TP53","BRCA1",-1
"1176","POU4F2","BRCA1",-1
"1177","POU4F1","BRCA1",1
"1178","CEBPG","ADIPOQ",1
"1179","TFAP2A","SAA1",1
"1180","CEBPB","MMP11",1
"1181","CEBPG","MMP11",1
"1182","WT1","TERT",-1
"1183","NRF1","GSS",1
"1184","MYC","HMOX1",1
"1185","CREB1","ALAS2",1
"1186","RARA","UCP1",1
"1187","SMAD3","CDKN1A",1
"1188","NRF1","NFE2",1
"1189","RORA","OXT",1
"1190","NR2F1","OXT",-1
"1191","FOS","IL2",1
"1192","SP1","SRF",1
"1193","PAX3","AKT1",1
"1194","TP53","TIMP3",1
"1195","PAX6","EYA1",1
"1196","PROX1","EYA1",1
"1197","PROX1","EYA2",1
"1198","KLF3","C4A",1
"1199","PAX3","C4A",1
"1200","MTF1","MT1A",1
"1201","AR","CDKN1A",1
"1202","TP53","TP63",-1
"1203","TP63","TP53",1
"1204","MAX","TERT",1
"1205","CUX1","BGLAP",1
"1206","EGR1","IGF2",1
"1207","WT1","IGF2",-1
"1208","MYC","NCL",1
"1209","USF1","POLR3D",1
"1210","TFAP2A","ACADVL",1
"1211","HES1","CKM",1
"1212","TFAP2A","CSF2",1
"1213","TFAP2A","HCRT",1
"1214","TP53","NOS3",-1
"1215","CDX2","GLB1",1
"1216","PEG3","VEGFA",1
"1217","NR2E3","RLBP1",1
"1218","RARA","RLBP1",1
"1219","ETS1","PTHLH",1
"1220","NCOA1","NRIP1",1
"1221","NCOR1","CREBBP",1
"1222","NCOR2","CREBBP",1
"1223","NCOR2","NRIP1",1
"1224","SP1","FMR1",1
"1225","TFAP2A","FMR1",1
"1226","CEBPB","IGF1",1
"1227","TP53","PRKCG",1
"1228","TP53","PSMA5",1
"1229","SP1","SGK1",1
"1230","SP3","SGK1",1
"1231","NCOA1","SFTPB",1
"1232","NCOA2","SFTPB",1
"1233","NCOA3","SFTPB",1
"1234","JUN","EGF",1
"1235","TP53","TGFB1",1
"1236","TP53","GDF15",1
"1237","SP1","ACLY",-1
"1238","SP3","ACLY",1
"1239","SP3","FASN",1
"1240","JUN","MICU1",1
"1241","SP1","TNC",1
"1242","FLI1","TNC",1
"1243","GABPA","TNC",1
"1244","AHR","TF",1
"1245","NR2F1","CYP1A1",-1
"1246","ZFHX3","ANPEP",1
"1247","ZFHX3","ADIPOQ",1
"1248","MITF","MC1R",1
"1249","ELF4","ABCB1",1
"1250","SP1","SRC",1
"1251","SP3","SRC",1
"1252","TAL1","TAL1",1
"1253","HOXC8","SPP1",1
"1254","SMAD1","SPP1",1
"1255","SPDEF","KLK3",1
"1256","CTCF","MYC",1
"1257","BCL6","BCL6",-1
"1258","HNF4A","CYP7A1",-1
"1259","AR","PIAS1",1
"1260","NR5A1","INHA",1
"1261","CREM","APRT",1
"1262","STAT5B","CREBBP",1
"1263","STAT5B","STAT5B",1
"1264","STAT5B","TKT",1
"1265","RARB","ACTB",1
"1266","CEBPG","UCN",1
"1267","RARA","RARB",1
"1268","RARB","RARA",1
"1269","RARB","RARB",1
"1270","RELA","UCN",1
"1271","PAX2","EN2",1
"1272","SP1","TNXB",1
"1273","CEBPB","PTGS2",1
"1274","NR3C1","PTGS2",-1
"1275","TOX","OMP",1
"1276","SPI1","INS",1
"1277","SPI1","RPS15",1
"1278","PPARA","LPL",1
"1279","NRF1","EIF5B",1
"1280","NRF1","SLC25A5",1
"1281","NRF1","TNFRSF11A",1
"1282","NRF1","E2F1",1
"1283","TFE3","SERPINE1",1
"1284","SMAD4","MSX2",1
"1285","DDIT3","MAPK14",1
"1286","NEUROD1","INS",1
"1287","REST","GRIN1",-1
"1288","NEUROD2","PKN1",1
"1289","KLF13","TAGLN",1
"1290","GTF2IRD1","RB1",1
"1291","MAFB","MAFB",1
"1292","MYOD1","MAFB",1
"1293","MYBL2","LOX",1
"1294","MEF2A","MSTN",1
"1295","SP1","LBR",1
"1296","SP1","CCL2",1
"1297","SP1","CXCL14",1
"1298","NR2F1","CD44",1
"1299","NR2F2","CD44",1
"1300","NR2F6","CD44",1
"1301","NR2C2","CD44",1
"1302","ELK3","CD44",1
"1303","AHR","RB1",1
"1304","MYB","CREBBP",1
"1305","ELF3","TGFBR2",1
"1306","ELF3","TGFB1",1
"1307","TFAP2A","ERBB2",1
"1308","KLF6","ADCYAP1",1
"1309","PLAG1","IGF2",1
"1310","SSRP1","CTSG",1
"1311","TFAP2C","CGA",1
"1312","CREB1","SCG2",1
"1313","CEBPB","INS",1
"1314","MEF2A","CLCA1",1
"1315","CEBPB","PRL",1
"1316","RELA","FN1",1
"1317","NFKB1","FN1",1
"1318","CEBPD","PPARG",1
"1319","PGR","HPGD",1
"1320","ETS2","HPGD",1
"1321","ETV4","HPGD",1
"1322","FOS","BCL2",1
"1323","PGR","MYC",-1
"1324","CIITA","STAT1",1
"1325","STAT1","CIITA",1
"1326","SP1","MSTN",1
"1327","ETS1","PRL",1
"1328","POU1F1","TBATA",1
"1329","POU1F1","TSHB",1
"1330","PDX1","FOXA2",1
"1331","FOXA2","PDX1",1
"1332","JUN","CD44",1
"1333","YY1","CFTR",1
"1334","ZEB1","COL2A1",-1
"1335","JUN","PRL",1
"1336","SNAI1","CDH1",-1
"1337","ID1","ID1",1
"1338","ID1","MPZ",1
"1339","MYBL2","CDK9",1
"1340","TP53","CDK9",1
"1341","SP3","ZNF143",1
"1342","SP1","IL10",1
"1343","STAT6","ALOX15",1
"1344","FOS","CD44",1
"1345","STAT3","STAT3",1
"1346","CREM","TH",-1
"1347","CREM","GAST",1
"1348","HESX1","KRAS",1
"1349","MYB","ACTG2",1
"1350","MYB","ACTA2",1
"1351","KLF6","PLAU",1
"1352","KLF6","PLG",1
"1353","TBP","VCP",1
"1354","AHR","ACHE",1
"1355","APEX1","CD19",1
"1356","NRG1","SELE",1
"1357","JUN","PTGS2",1
"1358","NR2F1","GAL",1
"1359","AR","LCP1",1
"1360","EGR1","FLT1",1
"1361","ZNF354C","FLT1",1
"1362","SP1","SOD2",1
"1363","SP1","CETP",1
"1364","SP3","CETP",-1
"1365","BACH2","FGF4",1
"1366","PATZ1","MYC",1
"1367","STAT1","VIM",1
"1368","FOXA2","ONECUT1",1
"1369","ONECUT1","FOXA2",1
"1370","PPARG","IL2",-1
"1371","CEBPG","LDLR",1
"1372","MYC","KRAS",1
"1373","TBP","IGFBP7",1
"1374","TBP","MMP3",1
"1375","ZHX2","AFP",-1
"1376","CEBPB","RHD",1
"1377","HNF4A","GH1",-1
"1378","FOXA2","FOXA2",1
"1379","HNF4A","FOXA2",1
"1380","FOXA2","HNF4A",1
"1381","HNF4A","HNF4A",1
"1382","HNF4A","ONECUT1",1
"1383","ONECUT1","HNF4A",1
"1384","STAT5A","ONECUT1",1
"1385","STAT5A","TFAP2A",1
"1386","TBP","DR1",1
"1387","DR1","TBP",-1
"1388","TBP","POLR2F",1
"1389","ETS1","NR1H2",1
"1390","CEBPB","RBPJ",1
"1391","SMAD6","SMAD6",1
"1392","CDX2","LCT",1
"1393","CEBPG","CSF3",1
"1394","CEBPG","PRTN3",1
"1395","MYB","PRTN3",1
"1396","SPI1","CSF3",1
"1397","SPI1","PRTN3",1
"1398","GATA4","AMH",1
"1399","NR5A1","AMH",1
"1400","RXRA","BGLAP",1
"1401","VDR","BGLAP",1
"1402","HIF1A","NOS2",1
"1403","ATF1","CCNA2",1
"1404","NR1H2","CETP",-1
"1405","NR1H3","CETP",1
"1406","TP53","CAV1",1
"1407","SREBF1","CAV1",-1
"1408","KAT5","TKT",1
"1409","FOS","MMP1",1
"1410","CEBPG","PTGS2",1
"1411","SP1","PLAUR",1
"1412","GATA6","TFF1",1
"1413","GATA6","TFF2",1
"1414","GATA6","TFF3",1
"1415","HSF1","HSD17B6",-1
"1416","HSF1","HSPB1",1
"1417","ZNF292","GH1",1
"1418","SPI1","PAX5",1
"1419","PAX5","SPI1",-1
"1420","E2F1","SERPINE1",-1
"1421","E2F1","PLAU",1
"1422","MAFK","CDK2",1
"1423","MYBL1","CDX1",1
"1424","NCOR2","RUNX1T1",1
"1425","ZBTB16","RUNX1T1",1
"1426","NCOR1","RUNX1T1",1
"1427","CDX1","BCL2",1
"1428","SP1","GH1",1
"1429","GBX2","IL6",1
"1430","YBX3","TAF8",1
"1431","YBX3","APP",1
"1432","TP53","PCSK1",1
"1433","TP53","SERPINB5",1
"1434","SMAD6","SMAD1",1
"1435","SMAD1","SMAD6",1
"1436","MYBL1","BCL2",1
"1437","CDX2","BCL2",1
"1438","MYB","BCL2",1
"1439","NR5A1","POU5F1",1
"1440","RARA","POU5F1",1
"1441","GMEB1","TAT",1
"1442","SP3","GH1",1
"1443","EGR1","CHRNA7",1
"1444","FOS","CALM1",1
"1445","PAX8","TPO",1
"1446","TTF1","TPO",1
"1447","EBF1","CD19",1
"1448","EBF1","CD79A",1
"1449","ESR1","ERBB2",1
"1450","NCOA1","ERBB2",1
"1451","SP4","CTSB",1
"1452","JUN","CDKN1B",-1
"1453","ETS1","CTSB",1
"1454","SP1","CTSB",1
"1455","SP3","CTSB",1
"1456","ETS2","CTSB",1
"1457","IRF1","IFNB1",1
"1458","ARNT","VEGFA",1
"1459","STAT4","MYC",1
"1460","MYC","IL2",1
"1461","TFDP1","CDKN1A",1
"1462","SP1","HSPA1B",1
"1463","TFAP2A","KLF12",-1
"1464","KLF12","TFAP2A",-1
"1465","ZNF91","TFAP2A",1
"1466","MSX1","BMP2",1
"1467","MSX1","BMP4",1
"1468","MSX1","SHH",1
"1469","KMT2A","EXOSC1",1
"1470","KLF1","HBG1",1
"1471","HMGA1","IL2",1
"1472","CEBPA","DEFA3",1
"1473","NFKBIE","SELE",1
"1474","NFKBIE","ICAM1",1
"1475","REL","ICAM1",1
"1476","PATZ1","RNF4",1
"1477","SP3","F3",-1
"1478","SMAD3","TGFB1",1
"1479","TFAP2A","SLC34A1",1
"1480","ZNF362","HTR1A",1
"1481","GATA2","NOS3",1
"1482","ZNF143","HMOX1",1
"1483","PRDM1","MYC",-1
"1484","PRDM1","YY1",1
"1485","YY1","MYC",1
"1486","STAT6","FCER1G",1
"1487","IRF1","CCL5",1
"1488","SPI1","GHR",1
"1489","NR3C1","CYP19A1",1
"1490","RUNX1","RUNX1",1
"1491","NR3C2","ADRA1D",1
"1492","NR3C2","RELA",1
"1493","SP1","NR3C2",1
"1494","NR3C2","SP1",1
"1495","RELA","RELA",1
"1496","SP1","RELA",1
"1497","RELA","SP1",1
"1498","SP1","IGF1R",1
"1499","KAT5","PRKACA",1
"1500","POU2F1","HBG1",-1
"1501","SP1","LTA",1
"1502","RARA","ABCC2",1
"1503","RARA","SLC10A1",1
"1504","ATF1","PRKACA",1
"1505","ATF1","ACHE",1
"1506","SP3","ITGAD",1
"1507","PAX3","ITGAD",1
"1508","SP1","ITGAD",1
"1509","MYB","ATP2B1",1
"1510","SSRP1","TNF",1
"1511","ATF1","RPS6KA3",1
"1512","MXD1","TERT",1
"1513","IRF1","FASLG",1
"1514","IRF2","FASLG",1
"1515","STAT1","IL4",1
"1516","BPTF","MAZ",1
"1517","STAT3","MAPK8",1
"1518","SP3","MAPK1",1
"1519","SP1","MAPK1",1
"1520","SPI1","MAPK1",-1
"1521","STAT5A","CD34",1
"1522","ID1","CDKN1A",1
"1523","ID1","CDKN2B",1
"1524","NR5A1","CYP2B6",1
"1525","CLOCK","DBP",1
"1526","ATF1","REG3A",1
"1527","ATF1","LPIN1",1
"1528","SP1","ST6GALNAC3",1
"1529","SP1","ST6GALNAC4",1
"1530","AHR","XPO1",1
"1531","TP53","PERP",1
"1532","HNF1A","DPP4",1
"1533","SP1","LARGE1",1
"1534","MAX","FASLG",1
"1535","MYC","FASLG",1
"1536","SPI1","TLR4",1
"1537","CTCF","SIN3A",1
"1538","RARB","PRKCA",1
"1539","STAT3","GFAP",1
"1540","BHLHE40","CENPX",1
"1541","ESR1","LTF",1
"1542","IRF1","MYB",-1
"1543","SRY","AMH",1
"1544","WT1","AMH",1
"1545","ZNF354C","AMH",1
"1546","NR3C2","BAX",1
"1547","NR3C2","BCL2",1
"1548","LEF1","MITF",1
"1549","TP53","FADD",1
"1550","STAT3","VEGFA",1
"1551","MYBL2","PARP1",1
"1552","PPARA","CYP7A1",-1
"1553","MITF","MITF",1
"1554","CEBPA","SCGB1A1",1
"1555","CEBPD","SCGB1A1",1
"1556","CEBPG","SCGB1A1",1
"1557","CEBPD","EBP",1
"1558","TP53","ABCB1",-1
"1559","NR2C1","HLA-DRB1",1
"1560","MAF","TP53",1
"1561","TP53","MAF",1
"1562","NR5A2","CYP8B1",1
"1563","SP1","PKM",1
"1564","SP3","PKM",1
"1565","PDX1","IAPP",1
"1566","AIRE","CREBBP",1
"1567","FOXM1","SLC2A2",1
"1568","HNF1A","SLC2A2",1
"1569","FOXA2","SLC2A2",-1
"1570","HNF1B","SLC2A2",1
"1571","ATF3","ATF3",-1
"1572","TP53","BDKRB2",1
"1573","CEBPA","IL6",1
"1574","CEBPD","IL6",1
"1575","ZGPAT","IL6",1
"1576","CEBPB","CCL2",1
"1577","ERG","TGFBR2",1
"1578","ETV1","TGFBR2",1
"1579","PPARG","CYP19A1",-1
"1580","ETS2","MGAT5",1
"1581","KLF4","CDKN1A",1
"1582","ESR1","IGF1",1
"1583","MITF","CD40",1
"1584","SP1","EPHB2",1
"1585","PDX1","SST",1
"1586","IRF1","BIRC3",1
"1587","PEG3","PTGDR",1
"1588","RARA","NPM1",1
"1589","SOX9","ACAN",1
"1590","SPI1","ACAN",1
"1591","CREB1","BCL2",1
"1592","FOS","FGFBP1",1
"1593","JUND","FGFBP1",1
"1594","WT1","CDH1",-1
"1595","SMAD7","TGFB1",1
"1596","TP53","MMP13",-1
"1597","ESR1","LPL",1
"1598","CEBPB","TNF",1
"1599","EGR2","FASLG",-1
"1600","SP1","LGALS1",1
"1601","E2F4","CCNE1",1
"1602","TFDP1","CCNE1",1
"1603","SIX4","ATP1A1",1
"1604","NEUROG3","NEUROD1",1
"1605","CXXC1","CCNA1",1
"1606","TFCP2","CCNA1",1
"1607","E2F1","E2F1",1
"1608","RELA","GC",1
"1609","TP53","CA9",1
"1610","HNF1A","GJB1",1
"1611","SP1","GJB1",1
"1612","TBX21","IFNG",1
"1613","TBX21","IL5",1
"1614","NFIC","OMP",1
"1615","SP1","SLC5A1",1
"1616","IRF1","PSMB9",1
"1617","STAT1","PSMB9",1
"1618","IRF1","ACHE",1
"1619","MYB","PTGS2",1
"1620","JUN","COPS5",1
"1621","ATF1","SST",1
"1622","EWSR1","SST",1
"1623","HOXA10","CYBB",-1
"1624","NR2C1","RARB",1
"1625","RARA","HLA-DRB1",1
"1626","RARA","CDKN2A",1
"1627","HNF1A","G6PC1",1
"1628","SP1","TGFBR2",1
"1629","CEBPA","AMELX",1
"1630","LMX1B","LDB1",1
"1631","FOXA2","HHEX",1
"1632","GATA4","HHEX",1
"1633","NRG1","ERBB3",1
"1634","NRG1","ERBB2",1
"1635","ZNF362","REG1A",1
"1636","TBX2","TBX2",1
"1637","NR5A1","MC2R",1
"1638","NR5A1","CREBBP",1
"1639","SSRP1","MITF",1
"1640","SSRP1","TBX2",1
"1641","NR2F2","CDK2",1
"1642","MITF","TBX2",1
"1643","TBX2","MITF",1
"1644","MYBL2","CLU",1
"1645","SP1","COL1A2",1
"1646","SP3","COL1A2",1
"1647","NR3C1","CYP3A4",1
"1648","SRF","NR4A1",1
"1649","NR2F2","CCND1",1
"1650","NR2F2","CDKN1A",1
"1651","STAT1","CD86",1
"1652","SP1","AR",1
"1653","AR","SP1",1
"1654","GABPA","BRCA1",1
"1655","ELF3","KRT4",-1
"1656","ELF3","SPRR2A",1
"1657","PPARA","APOA2",1
"1658","FOS","AKR1B15",1
"1659","JUN","AKR1B15",1
"1660","JUND","AKR1B15",1
"1661","TP73","MRPL41",1
"1662","ZNF699","MRPL41",1
"1663","TP53","DKK1",1
"1664","HIF1A","CP",1
"1665","NRF1","PVR",1
"1666","NCOA1","KAT2B",1
"1667","NCOA3","CREBBP",1
"1668","NCOA3","KAT2B",1
"1669","RARA","CYP7A1",1
"1670","PPARA","ACSL1",1
"1671","SP1","VIM",1
"1672","ZNF148","VIM",-1
"1673","ATF2","CCNA2",1
"1674","TP53","TERT",-1
"1675","SP1","TERT",1
"1676","NOTO","CD74",1
"1677","NOTO","TOP2B",1
"1678","TFDP1","CD74",1
"1679","TFDP1","TOP2B",1
"1680","RFX1","HLA-E",1
"1681","RFX5","HLA-E",1
"1682","RFXANK","HLA-E",1
"1683","RFXAP","HLA-E",1
"1684","ESRRA","LTF",1
"1685","SPIB","PDLIM7",1
"1686","KLF6","KRT4",1
"1687","ATF4","CREBBP",1
"1688","TCF3","IGLL1",1
"1689","HNF1A","UGT2B7",1
"1690","POU2F1","UGT2B7",1
"1691","FOS","MMP13",1
"1692","JUN","MMP13",1
"1693","JUND","CEBPZ",1
"1694","JUND","MMP13",1
"1695","STAT3","CDKN2D",1
"1696","ELF1","CSF2",1
"1697","NEUROD1","MAPKAPK2",1
"1698","TTF1","SFTPC",1
"1699","BARX2","NCAM1",1
"1700","CRX","FSCN2",1
"1701","NRL","FSCN2",1
"1702","EGR1","FN1",1
"1703","EGR1","SERPINE1",1
"1704","EGR1","TGFB1",1
"1705","FOXO4","CDKN1B",1
"1706","MXD1","AMPD1",1
"1707","TP53","MPPED2",1
"1708","TP53","PTPRA",-1
"1709","JUN","LHB",1
"1710","PPARA","PKLR",1
"1711","HNF4A","DR1",1
"1712","HNF4A","PKLR",1
"1713","LHX4","IFT172",1
"1714","GATA4","EDN1",1
"1715","DLX5","BGLAP",1
"1716","ID4","ID4",1
"1717","YBX3","ERBB2",1
"1718","JUNB","CCND1",-1
"1719","TP53","ABCC1",1
"1720","ZNF423","OAZ3",1
"1721","HR","CCL7",1
"1722","NR1H4","VARS1",1
"1723","SP1","TNFRSF8",1
"1724","REL","BCL2",-1
"1725","CEBPD","ADRA1D",1
"1726","CEBPD","TNF",1
"1727","CEBPB","COL1A1",1
"1728","CEBPD","COL1A1",1
"1729","SMAD3","COL1A2",1
"1730","SMAD4","COL1A2",1
"1731","VDR","CA2",1
"1732","TFAM","GHRHR",1
"1733","IRF3","CCL5",1
"1734","PITX3","TH",1
"1735","MYOD1","RB1",1
"1736","ZGPAT","IL1B",1
"1737","SREBF1","ACLY",1
"1738","SREBF2","ACLY",1
"1739","SP1","SCARB1",1
"1740","RUNX2","CEBPD",1
"1741","CEBPD","CEBPD",-1
"1742","ELF4","ALDOA",1
"1743","KLF4","KRT4",1
"1744","JUN","EGFR",1
"1745","FOS","EGFR",1
"1746","JUNB","EGFR",1
"1747","ONECUT1","GH1",1
"1748","CEBPA","ONECUT1",-1
"1749","FOS","BGLAP",-1
"1750","YY1","BGLAP",-1
"1751","HES1","NEUROG1",-1
"1752","HES5","NEUROG1",-1
"1753","ESR2","TERT",1
"1754","MYOD1","MAPK1",1
"1755","MYOD1","MAPK14",1
"1756","MYOD1","MYOD1",1
"1757","TTF1","TSHR",1
"1758","NEUROD1","SCT",1
"1759","NR2C2","XIAP",1
"1760","STAT3","SOCS1",1
"1761","NCOA2","KAT2B",1
"1762","NOTO","ALG3",1
"1763","NOTO","CCR4",1
"1764","YBX1","HNRNPL",1
"1765","FOXN1","MMP9",1
"1766","NR4A1","POMC",1
"1767","SP1","ATP1B1",1
"1768","SP3","ATP1B1",1
"1769","TBX5","BMP2",1
"1770","NR3C1","FCGR1A",1
"1771","MYB","MYB",1
